"campaign" "pdays" "previous" "poutcome"
"115" 1 -1 0 "unknown"
"116" 2 -1 0 "unknown"
"117" 1 -1 0 "unknown"
"118" 1 -1 0 "unknown"
"119" 1 -1 0 "unknown"
"120" 1 -1 0 "unknown"
"121" 1 -1 0 "unknown"
"122" 1 -1 0 "unknown"
"123" 3 -1 0 "unknown"
"124" 2 -1 0 "unknown"
"125" 1 -1 0 "unknown"
"126" 2 -1 0 "unknown"
"127" 1 -1 0 "unknown"
"128" 1 -1 0 "unknown"
"129" 1 -1 0 "unknown"
"130" 1 -1 0 "unknown"
"131" 1 -1 0 "unknown"
"132" 1 -1 0 "unknown"
"133" 1 -1 0 "unknown"
"134" 2 -1 0 "unknown"
"135" 2 -1 0 "unknown"
"136" 1 -1 0 "unknown"
"137" 1 -1 0 "unknown"
"138" 1 -1 0 "unknown"
"139" 1 -1 0 "unknown"
"140" 1 -1 0 "unknown"
"141" 1 -1 0 "unknown"
"142" 1 -1 0 "unknown"
"143" 1 -1 0 "unknown"
"144" 1 -1 0 "unknown"
"145" 1 -1 0 "unknown"
"146" 1 -1 0 "unknown"
"147" 2 -1 0 "unknown"
"148" 1 -1 0 "unknown"
"149" 2 -1 0 "unknown"
"150" 2 -1 0 "unknown"
"151" 2 -1 0 "unknown"
"152" 2 -1 0 "unknown"
"153" 1 -1 0 "unknown"
"154" 1 -1 0 "unknown"
"155" 2 -1 0 "unknown"
"156" 2 -1 0 "unknown"
"157" 1 -1 0 "unknown"
"158" 1 -1 0 "unknown"
"159" 3 -1 0 "unknown"
"160" 2 -1 0 "unknown"
"161" 1 -1 0 "unknown"
"162" 1 -1 0 "unknown"
"163" 2 -1 0 "unknown"
"164" 5 -1 0 "unknown"
"165" 1 -1 0 "unknown"
"166" 1 -1 0 "unknown"
"167" 1 -1 0 "unknown"
"168" 1 -1 0 "unknown"
"169" 2 -1 0 "unknown"
"170" 3 -1 0 "unknown"
"171" 1 -1 0 "unknown"
"172" 1 -1 0 "unknown"
"173" 1 -1 0 "unknown"
"174" 1 -1 0 "unknown"
"175" 1 -1 0 "unknown"
"176" 1 -1 0 "unknown"
"177" 2 -1 0 "unknown"
"178" 2 -1 0 "unknown"
"179" 2 -1 0 "unknown"
"180" 1 -1 0 "unknown"
"181" 1 -1 0 "unknown"
"182" 2 -1 0 "unknown"
"183" 1 -1 0 "unknown"
"184" 1 -1 0 "unknown"
"185" 2 -1 0 "unknown"
"186" 1 -1 0 "unknown"
"187" 1 -1 0 "unknown"
"188" 1 -1 0 "unknown"
"189" 1 -1 0 "unknown"
"190" 1 -1 0 "unknown"
"191" 1 -1 0 "unknown"
"192" 1 -1 0 "unknown"
"193" 2 -1 0 "unknown"
"194" 1 -1 0 "unknown"
"195" 1 -1 0 "unknown"
"196" 2 -1 0 "unknown"
"197" 1 -1 0 "unknown"
"198" 1 -1 0 "unknown"
"199" 1 -1 0 "unknown"
"200" 2 -1 0 "unknown"
"201" 1 -1 0 "unknown"
"202" 1 -1 0 "unknown"
"203" 1 -1 0 "unknown"
"204" 2 -1 0 "unknown"
"205" 1 -1 0 "unknown"
"206" 2 -1 0 "unknown"
"207" 1 -1 0 "unknown"
"208" 1 -1 0 "unknown"
"209" 1 -1 0 "unknown"
"210" 1 -1 0 "unknown"
"211" 1 -1 0 "unknown"
"212" 2 -1 0 "unknown"
"213" 2 -1 0 "unknown"
"214" 1 -1 0 "unknown"
"215" 1 -1 0 "unknown"
"216" 1 -1 0 "unknown"
"217" 2 -1 0 "unknown"
"218" 3 -1 0 "unknown"
"219" 1 -1 0 "unknown"
"220" 2 -1 0 "unknown"
"221" 1 -1 0 "unknown"
"222" 1 -1 0 "unknown"
"223" 1 -1 0 "unknown"
"224" 1 -1 0 "unknown"
"225" 1 -1 0 "unknown"
"226" 2 -1 0 "unknown"
"227" 3 -1 0 "unknown"
"228" 1 -1 0 "unknown"
"229" 2 -1 0 "unknown"
"230" 1 -1 0 "unknown"
"231" 1 -1 0 "unknown"
"232" 2 -1 0 "unknown"
"233" 2 -1 0 "unknown"
"234" 1 -1 0 "unknown"
"235" 1 -1 0 "unknown"
"236" 1 -1 0 "unknown"
"237" 2 -1 0 "unknown"
"238" 1 -1 0 "unknown"
"239" 1 -1 0 "unknown"
"240" 1 -1 0 "unknown"
"241" 1 -1 0 "unknown"
"242" 1 -1 0 "unknown"
"243" 1 -1 0 "unknown"
"244" 1 -1 0 "unknown"
"245" 3 -1 0 "unknown"
"246" 2 -1 0 "unknown"
"247" 2 -1 0 "unknown"
"248" 1 -1 0 "unknown"
"249" 1 -1 0 "unknown"
"250" 2 -1 0 "unknown"
"251" 1 -1 0 "unknown"
"252" 1 -1 0 "unknown"
"253" 1 -1 0 "unknown"
"254" 1 -1 0 "unknown"
"255" 1 -1 0 "unknown"
"256" 1 -1 0 "unknown"
"257" 3 -1 0 "unknown"
"258" 2 -1 0 "unknown"
"259" 1 -1 0 "unknown"
"260" 2 -1 0 "unknown"
"261" 2 -1 0 "unknown"
"262" 2 -1 0 "unknown"
"263" 1 -1 0 "unknown"
"264" 3 -1 0 "unknown"
"265" 1 -1 0 "unknown"
"266" 2 -1 0 "unknown"
"267" 1 -1 0 "unknown"
"268" 2 -1 0 "unknown"
"269" 2 -1 0 "unknown"
"270" 1 -1 0 "unknown"
"271" 2 -1 0 "unknown"
"272" 1 -1 0 "unknown"
"273" 4 -1 0 "unknown"
"274" 3 -1 0 "unknown"
"275" 2 -1 0 "unknown"
"276" 3 -1 0 "unknown"
"277" 3 -1 0 "unknown"
"278" 2 -1 0 "unknown"
"279" 2 -1 0 "unknown"
"280" 2 -1 0 "unknown"
"281" 3 -1 0 "unknown"
"282" 2 -1 0 "unknown"
"283" 4 -1 0 "unknown"
"284" 2 -1 0 "unknown"
"285" 2 -1 0 "unknown"
"286" 2 -1 0 "unknown"
"287" 2 -1 0 "unknown"
"288" 3 -1 0 "unknown"
"289" 2 -1 0 "unknown"
"290" 2 -1 0 "unknown"
"291" 2 -1 0 "unknown"
"292" 2 -1 0 "unknown"
"293" 3 -1 0 "unknown"
"294" 2 -1 0 "unknown"
"295" 4 -1 0 "unknown"
"296" 2 -1 0 "unknown"
"297" 2 -1 0 "unknown"
"298" 2 -1 0 "unknown"
"299" 3 -1 0 "unknown"
"300" 2 -1 0 "unknown"
"301" 2 -1 0 "unknown"
"302" 2 -1 0 "unknown"
"303" 2 -1 0 "unknown"
"304" 2 -1 0 "unknown"
"305" 2 -1 0 "unknown"
"306" 2 -1 0 "unknown"
"307" 2 -1 0 "unknown"
"308" 3 -1 0 "unknown"
"309" 2 -1 0 "unknown"
"310" 2 -1 0 "unknown"
"311" 2 -1 0 "unknown"
"312" 2 -1 0 "unknown"
"313" 2 -1 0 "unknown"
"314" 2 -1 0 "unknown"
"315" 2 -1 0 "unknown"
"316" 2 -1 0 "unknown"
"317" 2 -1 0 "unknown"
"318" 2 -1 0 "unknown"
"319" 2 -1 0 "unknown"
"320" 2 -1 0 "unknown"
"321" 2 -1 0 "unknown"
"322" 2 -1 0 "unknown"
"323" 3 -1 0 "unknown"
"324" 2 -1 0 "unknown"
"325" 2 -1 0 "unknown"
"326" 4 -1 0 "unknown"
"327" 3 -1 0 "unknown"
"328" 3 -1 0 "unknown"
"329" 3 -1 0 "unknown"
"330" 2 -1 0 "unknown"
"331" 3 -1 0 "unknown"
"332" 2 -1 0 "unknown"
"333" 2 -1 0 "unknown"
"334" 5 -1 0 "unknown"
"335" 3 -1 0 "unknown"
"336" 4 -1 0 "unknown"
"337" 2 -1 0 "unknown"
"338" 2 -1 0 "unknown"
"339" 3 -1 0 "unknown"
"340" 2 -1 0 "unknown"
"341" 3 -1 0 "unknown"
"342" 3 -1 0 "unknown"
"343" 2 -1 0 "unknown"
"344" 2 -1 0 "unknown"
"345" 4 -1 0 "unknown"
"346" 2 -1 0 "unknown"
"347" 4 -1 0 "unknown"
"348" 2 -1 0 "unknown"
"349" 4 -1 0 "unknown"
"350" 3 -1 0 "unknown"
"351" 2 -1 0 "unknown"
"352" 2 -1 0 "unknown"
"353" 3 -1 0 "unknown"
"354" 2 -1 0 "unknown"
"355" 3 -1 0 "unknown"
"356" 2 -1 0 "unknown"
"357" 4 -1 0 "unknown"
"358" 2 -1 0 "unknown"
"359" 4 -1 0 "unknown"
"360" 2 -1 0 "unknown"
"361" 2 -1 0 "unknown"
"362" 2 -1 0 "unknown"
"363" 3 -1 0 "unknown"
"364" 2 -1 0 "unknown"
"365" 3 -1 0 "unknown"
"366" 1 -1 0 "unknown"
"367" 1 -1 0 "unknown"
"368" 1 -1 0 "unknown"
"369" 1 -1 0 "unknown"
"370" 1 -1 0 "unknown"
"371" 1 -1 0 "unknown"
"372" 1 -1 0 "unknown"
"373" 1 -1 0 "unknown"
"374" 1 -1 0 "unknown"
"375" 1 -1 0 "unknown"
"376" 1 -1 0 "unknown"
"377" 2 -1 0 "unknown"
"378" 1 -1 0 "unknown"
"379" 1 -1 0 "unknown"
"380" 1 -1 0 "unknown"
"381" 1 -1 0 "unknown"
"382" 1 -1 0 "unknown"
"383" 3 -1 0 "unknown"
"384" 1 -1 0 "unknown"
"385" 1 -1 0 "unknown"
"386" 1 -1 0 "unknown"
"387" 1 -1 0 "unknown"
"388" 4 -1 0 "unknown"
"389" 1 -1 0 "unknown"
"390" 1 -1 0 "unknown"
"391" 1 -1 0 "unknown"
"392" 1 -1 0 "unknown"
"393" 1 -1 0 "unknown"
"394" 1 -1 0 "unknown"
"395" 2 -1 0 "unknown"
"396" 3 -1 0 "unknown"
"397" 1 -1 0 "unknown"
"398" 1 -1 0 "unknown"
"399" 1 -1 0 "unknown"
"400" 1 -1 0 "unknown"
"401" 1 -1 0 "unknown"
"402" 1 -1 0 "unknown"
"403" 1 -1 0 "unknown"
"404" 1 -1 0 "unknown"
"405" 2 -1 0 "unknown"
"406" 1 -1 0 "unknown"
"407" 1 -1 0 "unknown"
"408" 3 -1 0 "unknown"
"409" 1 -1 0 "unknown"
"410" 1 -1 0 "unknown"
"411" 1 -1 0 "unknown"
"412" 1 -1 0 "unknown"
"413" 1 -1 0 "unknown"
"414" 2 -1 0 "unknown"
"415" 2 -1 0 "unknown"
"416" 1 -1 0 "unknown"
"417" 1 -1 0 "unknown"
"418" 1 -1 0 "unknown"
"419" 1 -1 0 "unknown"
"420" 1 -1 0 "unknown"
"421" 3 -1 0 "unknown"
"422" 1 -1 0 "unknown"
"423" 1 -1 0 "unknown"
"424" 1 -1 0 "unknown"
"425" 3 -1 0 "unknown"
"426" 2 -1 0 "unknown"
"427" 1 -1 0 "unknown"
"428" 1 -1 0 "unknown"
"429" 1 -1 0 "unknown"
"430" 1 -1 0 "unknown"
"431" 1 -1 0 "unknown"
"432" 1 -1 0 "unknown"
"433" 1 -1 0 "unknown"
"434" 1 -1 0 "unknown"
"435" 2 -1 0 "unknown"
"436" 1 -1 0 "unknown"
"437" 1 -1 0 "unknown"
"438" 1 -1 0 "unknown"
"439" 1 -1 0 "unknown"
"440" 1 -1 0 "unknown"
"441" 1 -1 0 "unknown"
"442" 1 -1 0 "unknown"
"443" 2 -1 0 "unknown"
"444" 1 -1 0 "unknown"
"445" 1 -1 0 "unknown"
"446" 1 -1 0 "unknown"
"447" 1 -1 0 "unknown"
"448" 1 -1 0 "unknown"
"449" 1 -1 0 "unknown"
"450" 1 -1 0 "unknown"
"451" 1 -1 0 "unknown"
"452" 1 -1 0 "unknown"
"453" 1 -1 0 "unknown"
"454" 2 -1 0 "unknown"
"455" 1 -1 0 "unknown"
"456" 1 -1 0 "unknown"
"457" 1 -1 0 "unknown"
"458" 1 -1 0 "unknown"
"459" 1 -1 0 "unknown"
"460" 2 -1 0 "unknown"
"461" 1 -1 0 "unknown"
"462" 2 -1 0 "unknown"
"463" 1 -1 0 "unknown"
"464" 1 -1 0 "unknown"
"465" 1 -1 0 "unknown"
"466" 4 -1 0 "unknown"
"467" 1 -1 0 "unknown"
"468" 1 -1 0 "unknown"
"469" 1 -1 0 "unknown"
"470" 1 -1 0 "unknown"
"471" 1 -1 0 "unknown"
"472" 3 -1 0 "unknown"
"473" 1 -1 0 "unknown"
"474" 1 -1 0 "unknown"
"475" 1 -1 0 "unknown"
"476" 2 -1 0 "unknown"
"477" 1 -1 0 "unknown"
"478" 1 -1 0 "unknown"
"479" 1 -1 0 "unknown"
"480" 1 -1 0 "unknown"
"481" 1 -1 0 "unknown"
"482" 1 -1 0 "unknown"
"483" 1 -1 0 "unknown"
"484" 1 -1 0 "unknown"
"485" 2 -1 0 "unknown"
"486" 1 -1 0 "unknown"
"487" 1 -1 0 "unknown"
"488" 1 -1 0 "unknown"
"489" 1 -1 0 "unknown"
"490" 1 -1 0 "unknown"
"491" 2 -1 0 "unknown"
"492" 1 -1 0 "unknown"
"493" 1 -1 0 "unknown"
"494" 1 -1 0 "unknown"
"495" 2 -1 0 "unknown"
"496" 2 -1 0 "unknown"
"497" 2 -1 0 "unknown"
"498" 1 -1 0 "unknown"
"499" 2 -1 0 "unknown"
"500" 1 -1 0 "unknown"
"501" 2 -1 0 "unknown"
"502" 1 -1 0 "unknown"
"503" 1 -1 0 "unknown"
"504" 1 -1 0 "unknown"
"505" 1 -1 0 "unknown"
"506" 2 -1 0 "unknown"
"507" 1 -1 0 "unknown"
"508" 1 -1 0 "unknown"
"509" 1 -1 0 "unknown"
"510" 1 -1 0 "unknown"
"511" 1 -1 0 "unknown"
"512" 1 -1 0 "unknown"
"513" 1 -1 0 "unknown"
"514" 1 -1 0 "unknown"
"515" 1 -1 0 "unknown"
"516" 3 -1 0 "unknown"
"517" 2 -1 0 "unknown"
"518" 1 -1 0 "unknown"
"519" 1 -1 0 "unknown"
"520" 1 -1 0 "unknown"
"521" 1 -1 0 "unknown"
"522" 1 -1 0 "unknown"
"523" 1 -1 0 "unknown"
"524" 1 -1 0 "unknown"
"525" 2 -1 0 "unknown"
"526" 2 -1 0 "unknown"
"527" 2 -1 0 "unknown"
"528" 1 -1 0 "unknown"
"529" 1 -1 0 "unknown"
"530" 1 -1 0 "unknown"
"531" 1 -1 0 "unknown"
"532" 3 -1 0 "unknown"
"533" 1 -1 0 "unknown"
"534" 1 -1 0 "unknown"
"535" 1 -1 0 "unknown"
"536" 2 -1 0 "unknown"
"537" 1 -1 0 "unknown"
"538" 2 -1 0 "unknown"
"539" 1 -1 0 "unknown"
"540" 2 -1 0 "unknown"
"541" 1 -1 0 "unknown"
"542" 1 -1 0 "unknown"
"543" 1 -1 0 "unknown"
"544" 1 -1 0 "unknown"
"545" 1 -1 0 "unknown"
"546" 1 -1 0 "unknown"
"547" 1 -1 0 "unknown"
"548" 1 -1 0 "unknown"
"549" 1 -1 0 "unknown"
"550" 1 -1 0 "unknown"
"551" 2 -1 0 "unknown"
"552" 2 -1 0 "unknown"
"553" 1 -1 0 "unknown"
"554" 1 -1 0 "unknown"
"555" 1 -1 0 "unknown"
"556" 2 -1 0 "unknown"
"557" 2 -1 0 "unknown"
"558" 2 -1 0 "unknown"
"559" 2 -1 0 "unknown"
"560" 2 -1 0 "unknown"
"561" 1 -1 0 "unknown"
"562" 1 -1 0 "unknown"
"563" 2 -1 0 "unknown"
"564" 2 -1 0 "unknown"
"565" 1 -1 0 "unknown"
"566" 1 -1 0 "unknown"
"567" 1 -1 0 "unknown"
"568" 1 -1 0 "unknown"
"569" 1 -1 0 "unknown"
"570" 3 -1 0 "unknown"
"571" 1 -1 0 "unknown"
"572" 1 -1 0 "unknown"
"573" 1 -1 0 "unknown"
"574" 1 -1 0 "unknown"
"575" 1 -1 0 "unknown"
"576" 1 -1 0 "unknown"
"577" 1 -1 0 "unknown"
"578" 2 -1 0 "unknown"
"579" 3 -1 0 "unknown"
"580" 2 -1 0 "unknown"
"581" 2 -1 0 "unknown"
"582" 2 -1 0 "unknown"
"583" 2 -1 0 "unknown"
"584" 2 -1 0 "unknown"
"585" 4 -1 0 "unknown"
"586" 2 -1 0 "unknown"
"587" 2 -1 0 "unknown"
"588" 3 -1 0 "unknown"
"589" 1 -1 0 "unknown"
"590" 2 -1 0 "unknown"
"591" 3 -1 0 "unknown"
"592" 1 -1 0 "unknown"
"593" 2 -1 0 "unknown"
"594" 1 -1 0 "unknown"
"595" 2 -1 0 "unknown"
"596" 2 -1 0 "unknown"
"597" 3 -1 0 "unknown"
"598" 2 -1 0 "unknown"
"599" 1 -1 0 "unknown"
"600" 5 -1 0 "unknown"
"601" 3 -1 0 "unknown"
"602" 2 -1 0 "unknown"
"603" 2 -1 0 "unknown"
"604" 2 -1 0 "unknown"
"605" 1 -1 0 "unknown"
"606" 1 -1 0 "unknown"
"607" 2 -1 0 "unknown"
"608" 1 -1 0 "unknown"
"609" 1 -1 0 "unknown"
"610" 1 -1 0 "unknown"
"611" 1 -1 0 "unknown"
"612" 1 -1 0 "unknown"
"613" 1 -1 0 "unknown"
"614" 1 -1 0 "unknown"
"615" 1 -1 0 "unknown"
"616" 1 -1 0 "unknown"
"617" 1 -1 0 "unknown"
"618" 1 -1 0 "unknown"
"619" 2 -1 0 "unknown"
"620" 2 -1 0 "unknown"
"621" 3 -1 0 "unknown"
"622" 1 -1 0 "unknown"
"623" 2 -1 0 "unknown"
"624" 1 -1 0 "unknown"
"625" 1 -1 0 "unknown"
"626" 3 -1 0 "unknown"
"627" 1 -1 0 "unknown"
"628" 2 -1 0 "unknown"
"629" 4 -1 0 "unknown"
"630" 2 -1 0 "unknown"
"631" 2 -1 0 "unknown"
"632" 3 -1 0 "unknown"
"633" 1 -1 0 "unknown"
"634" 3 -1 0 "unknown"
"635" 2 -1 0 "unknown"
"636" 2 -1 0 "unknown"
"637" 1 -1 0 "unknown"
"638" 1 -1 0 "unknown"
"639" 4 -1 0 "unknown"
"640" 2 -1 0 "unknown"
"641" 2 -1 0 "unknown"
"642" 2 -1 0 "unknown"
"643" 1 -1 0 "unknown"
"644" 1 -1 0 "unknown"
"645" 2 -1 0 "unknown"
"646" 2 -1 0 "unknown"
"647" 2 -1 0 "unknown"
"648" 3 -1 0 "unknown"
"649" 2 -1 0 "unknown"
"650" 3 -1 0 "unknown"
"651" 2 -1 0 "unknown"
"652" 2 -1 0 "unknown"
"653" 3 -1 0 "unknown"
"654" 1 -1 0 "unknown"
"655" 1 -1 0 "unknown"
"656" 1 -1 0 "unknown"
"657" 2 -1 0 "unknown"
"658" 1 -1 0 "unknown"
"659" 1 -1 0 "unknown"
"660" 1 -1 0 "unknown"
"661" 1 -1 0 "unknown"
"662" 1 -1 0 "unknown"
"663" 1 -1 0 "unknown"
"664" 2 -1 0 "unknown"
"665" 2 -1 0 "unknown"
"666" 3 -1 0 "unknown"
"667" 2 -1 0 "unknown"
"668" 2 -1 0 "unknown"
"669" 4 -1 0 "unknown"
"670" 2 -1 0 "unknown"
"671" 3 -1 0 "unknown"
"672" 2 -1 0 "unknown"
"673" 3 -1 0 "unknown"
"674" 2 -1 0 "unknown"
"675" 2 -1 0 "unknown"
"676" 1 -1 0 "unknown"
"677" 3 -1 0 "unknown"
"678" 2 -1 0 "unknown"
"679" 1 -1 0 "unknown"
"680" 3 -1 0 "unknown"
"681" 2 -1 0 "unknown"
"682" 2 -1 0 "unknown"
"683" 1 -1 0 "unknown"
"684" 1 -1 0 "unknown"
"685" 3 -1 0 "unknown"
"686" 2 -1 0 "unknown"
"687" 2 -1 0 "unknown"
"688" 2 -1 0 "unknown"
"689" 2 -1 0 "unknown"
"690" 2 -1 0 "unknown"
"691" 2 -1 0 "unknown"
"692" 2 -1 0 "unknown"
"693" 3 -1 0 "unknown"
"694" 2 -1 0 "unknown"
"695" 2 -1 0 "unknown"
"696" 2 -1 0 "unknown"
"697" 3 -1 0 "unknown"
"698" 2 -1 0 "unknown"
"699" 2 -1 0 "unknown"
"700" 3 -1 0 "unknown"
"701" 2 -1 0 "unknown"
"702" 2 -1 0 "unknown"
"703" 3 -1 0 "unknown"
"704" 2 -1 0 "unknown"
"705" 2 -1 0 "unknown"
"706" 2 -1 0 "unknown"
"707" 6 -1 0 "unknown"
"708" 3 -1 0 "unknown"
"709" 2 -1 0 "unknown"
"710" 2 -1 0 "unknown"
"711" 2 -1 0 "unknown"
"712" 2 -1 0 "unknown"
"713" 3 -1 0 "unknown"
"714" 3 -1 0 "unknown"
"715" 3 -1 0 "unknown"
"716" 4 -1 0 "unknown"
"717" 2 -1 0 "unknown"
"718" 2 -1 0 "unknown"
"719" 2 -1 0 "unknown"
"720" 2 -1 0 "unknown"
"721" 3 -1 0 "unknown"
"722" 5 -1 0 "unknown"
"723" 3 -1 0 "unknown"
"724" 2 -1 0 "unknown"
"725" 2 -1 0 "unknown"
"726" 2 -1 0 "unknown"
"727" 5 -1 0 "unknown"
"728" 3 -1 0 "unknown"
"729" 2 -1 0 "unknown"
"730" 2 -1 0 "unknown"
"731" 2 -1 0 "unknown"
"732" 2 -1 0 "unknown"
"733" 4 -1 0 "unknown"
"734" 3 -1 0 "unknown"
"735" 3 -1 0 "unknown"
"736" 3 -1 0 "unknown"
"737" 2 -1 0 "unknown"
"738" 3 -1 0 "unknown"
"739" 3 -1 0 "unknown"
"740" 2 -1 0 "unknown"
"741" 2 -1 0 "unknown"
"742" 3 -1 0 "unknown"
"743" 2 -1 0 "unknown"
"744" 2 -1 0 "unknown"
"745" 5 -1 0 "unknown"
"746" 3 -1 0 "unknown"
"747" 2 -1 0 "unknown"
"748" 2 -1 0 "unknown"
"749" 2 -1 0 "unknown"
"750" 3 -1 0 "unknown"
"751" 3 -1 0 "unknown"
"752" 2 -1 0 "unknown"
"753" 2 -1 0 "unknown"
"754" 3 -1 0 "unknown"
"755" 2 -1 0 "unknown"
"756" 3 -1 0 "unknown"
"757" 3 -1 0 "unknown"
"758" 3 -1 0 "unknown"
"759" 7 -1 0 "unknown"
"760" 5 -1 0 "unknown"
"761" 3 -1 0 "unknown"
"762" 2 -1 0 "unknown"
"763" 3 -1 0 "unknown"
"764" 2 -1 0 "unknown"
"765" 3 -1 0 "unknown"
"766" 2 -1 0 "unknown"
"767" 2 -1 0 "unknown"
"768" 3 -1 0 "unknown"
"769" 3 -1 0 "unknown"
"770" 3 -1 0 "unknown"
"771" 3 -1 0 "unknown"
"772" 3 -1 0 "unknown"
"773" 4 -1 0 "unknown"
"774" 2 -1 0 "unknown"
"775" 3 -1 0 "unknown"
"776" 2 -1 0 "unknown"
"777" 3 -1 0 "unknown"
"778" 4 -1 0 "unknown"
"779" 2 -1 0 "unknown"
"780" 2 -1 0 "unknown"
"781" 8 -1 0 "unknown"
"782" 4 -1 0 "unknown"
"783" 3 -1 0 "unknown"
"784" 2 -1 0 "unknown"
"785" 2 -1 0 "unknown"
"786" 2 -1 0 "unknown"
"787" 2 -1 0 "unknown"
"788" 2 -1 0 "unknown"
"789" 3 -1 0 "unknown"
"790" 1 -1 0 "unknown"
"791" 2 -1 0 "unknown"
"792" 2 -1 0 "unknown"
"793" 1 -1 0 "unknown"
"794" 1 -1 0 "unknown"
"795" 1 -1 0 "unknown"
"796" 3 -1 0 "unknown"
"797" 1 -1 0 "unknown"
"798" 6 -1 0 "unknown"
"799" 2 -1 0 "unknown"
"800" 4 -1 0 "unknown"
"801" 1 -1 0 "unknown"
"802" 1 -1 0 "unknown"
"803" 3 -1 0 "unknown"
"804" 2 -1 0 "unknown"
"805" 1 -1 0 "unknown"
"806" 1 -1 0 "unknown"
"807" 1 -1 0 "unknown"
"808" 1 -1 0 "unknown"
"809" 1 -1 0 "unknown"
"810" 1 -1 0 "unknown"
"811" 1 -1 0 "unknown"
"812" 3 -1 0 "unknown"
"813" 1 -1 0 "unknown"
"814" 2 -1 0 "unknown"
"815" 1 -1 0 "unknown"
"816" 3 -1 0 "unknown"
"817" 2 -1 0 "unknown"
"818" 3 -1 0 "unknown"
"819" 2 -1 0 "unknown"
"820" 1 -1 0 "unknown"
"821" 1 -1 0 "unknown"
